State,Sector,Year,Employment (2012=100),Employment (percent change),Hourly labor compensation (2012=100),Hourly labor compensation (percent change),Hourly labor compensation cost ($/hour),Hourly labor compensation cost (percent change),Hours (2012=100),Hours (percent change),Implicit output deflator (2012=100),Implicit output deflator (percent change),Labor compensation (2012=100),Labor compensation (percent change),Labor compensation cost (million $),Labor compensation cost (percent change),Labor productivity (2012=100),Labor productivity (percent change),Number of employees (percent change),Number of employees (thousands),Number of hours (millions),Number of hours (percent change),Output (2012=100),Output (percent change),Output per employee (2012=100),Output per employee (percent change),Real hourly labor compensation (2012=100),Real hourly labor compensation (percent change),Real hourly labor compensation cost ($/hour),Real hourly labor compensation cost (percent change),Real labor compensation (2012=100),Real labor compensation (percent change),Real labor compensation cost (million $),Real labor compensation cost (percent change),Unit labor cost (2012=100),Unit labor cost (percent change),Value of production (million $),Value of production (percent change)
Texas,Private Nonfarm,2014,106.154,3.6,104.512,3.2,36.614,3.2,106.92,4.1,102.888,1.0,111.744,7.4,686769.62,7.4,101.787,-0.3,3.6,10596.908,18756.985,4.1,108.83,3.8,102.522,0.2,100.954,1.2,36.887,1.2,107.94,5.4,691887.412,5.4,102.677,3.5,1331340.682,4.9
Texas,Private Nonfarm,2015,108.922,2.6,108.162,3.5,37.893,3.5,108.524,1.5,96.604,-6.1,117.381,5.0,721417.559,5.0,105.381,3.5,2.6,10873.309,19038.379,1.5,114.364,5.1,104.996,2.4,104.095,3.1,38.035,3.1,112.968,4.7,724115.435,4.7,102.639,0.0,1313578.173,-1.3
Texas,Private Nonfarm,2016,110.098,1.1,108.733,0.5,38.093,0.5,108.491,0.0,95.92,-0.7,117.966,0.5,725009.215,0.5,105.484,0.1,1.1,10990.621,19032.536,0.0,114.441,0.1,103.945,-1.0,103.525,-0.5,37.826,-0.5,112.315,-0.6,719929.913,-0.6,103.08,0.4,1305163.215,-0.6
Texas,Private Nonfarm,2017,112.404,2.1,111.916,2.9,39.208,2.9,110.789,2.1,99.381,3.6,123.99,5.1,762033.904,5.1,106.577,1.0,2.1,11220.905,19435.631,2.1,118.076,3.2,105.045,1.1,104.131,0.6,38.048,0.6,115.365,2.7,739480.5,2.7,105.009,1.9,1395197.363,6.9
Texas,Private Nonfarm,2018,115.587,2.8,114.704,2.5,40.185,2.5,114.539,3.4,103.627,4.3,131.382,6.0,807461.68,6.0,107.811,1.2,2.8,11538.606,20093.63,3.4,123.486,4.6,106.834,1.7,104.289,0.2,38.105,0.1,119.452,3.5,765676.926,3.5,106.394,1.3,1521467.532,9.1
Texas,Private Nonfarm,2019,117.774,1.9,119.557,4.2,41.885,4.2,116.432,1.7,103.39,-0.2,139.203,6.0,855529.965,6.0,111.299,3.2,1.9,11756.898,20425.686,1.7,129.588,4.9,110.031,3.0,106.77,2.4,39.012,2.4,124.314,4.1,796845.463,4.1,107.42,1.0,1592998.654,4.7
Utah,Private Nonfarm,2007,103.699,,89.019,,27.699,,103.674,,92.698,,92.289,,53006.296,,93.475,,,1142.173,1913.627,,96.909,,93.452,,99.126,,31.871,,102.768,,60989.224,,95.233,,91734.572,
Utah,Private Nonfarm,2008,102.703,-1.0,92.7,4.1,28.845,4.1,102.01,-1.6,94.396,1.8,94.563,2.5,54312.032,2.5,93.131,-0.4,-1.0,1131.205,1882.921,-1.6,95.003,-2.0,92.502,-1.0,99.368,0.2,31.949,0.2,101.365,-1.4,60156.917,-1.4,99.537,4.5,91577.504,-0.2
Utah,Private Nonfarm,2009,96.843,-5.7,90.909,-1.9,28.287,-1.9,98.968,-3.0,93.667,-0.8,89.97,-4.9,51674.42,-4.9,93.562,0.5,-5.7,1066.652,1826.764,-3.0,92.597,-2.5,95.616,3.4,96.765,-2.6,31.112,-2.6,95.766,-5.5,56834.172,-5.5,97.164,-2.4,88568.448,-3.3
Utah,Private Nonfarm,2010,95.389,-1.5,93.174,2.5,28.992,2.5,96.753,-2.2,95.519,2.0,90.149,0.2,51776.771,0.2,97.968,4.7,-1.5,1050.639,1785.893,-2.2,94.787,2.4,99.369,3.9,98.423,1.7,31.645,1.7,95.227,-0.6,56514.446,-0.6,95.107,-2.1,92456.434,4.4
Utah,Private Nonfarm,2011,96.285,0.9,98.192,5.4,30.554,5.4,96.573,-0.2,97.974,2.6,94.827,5.2,54463.789,5.2,101.415,3.5,0.9,1060.515,1782.563,-0.2,97.939,3.3,101.717,2.4,100.263,1.9,32.236,1.9,96.827,1.7,57463.407,1.7,96.822,1.8,97986.827,6.0
Utah,Private Nonfarm,2012,100.0,3.9,100.0,1.8,31.116,1.8,100.0,3.5,100.0,2.1,100.0,5.5,57434.878,5.5,100.0,-1.4,3.9,1101.428,1845.82,3.5,100.0,2.1,100.0,-1.7,100.0,-0.3,32.152,-0.3,100.0,3.3,59346.772,3.3,100.0,3.3,102117.153,4.2
Utah,Private Nonfarm,2013,104.125,4.1,102.83,2.8,31.997,2.8,104.038,4.0,101.519,1.5,106.982,7.0,61444.947,7.0,99.033,-1.0,4.1,1146.867,1920.354,4.0,103.032,3.0,98.95,-1.0,100.707,0.7,32.379,0.7,104.773,4.8,62179.613,4.8,103.834,3.8,106811.55,4.6
Utah,Private Nonfarm,2014,105.876,1.7,104.393,1.5,32.483,1.5,106.556,2.4,103.441,1.9,111.238,4.0,63889.26,4.0,99.932,0.9,1.7,1166.151,1966.839,2.4,106.484,3.4,100.574,1.6,101.468,0.8,32.624,0.8,108.12,3.2,64165.882,3.2,104.464,0.6,112480.253,5.3
Utah,Private Nonfarm,2015,109.984,3.9,108.422,3.9,33.737,3.9,109.234,2.5,104.856,1.4,118.434,6.5,68022.242,6.5,102.329,2.4,3.9,1211.397,2016.269,2.5,111.779,5.0,101.632,1.1,105.649,4.1,33.968,4.1,115.405,6.7,68489.103,6.7,105.954,1.4,119688.341,6.4
Utah,Private Nonfarm,2016,115.12,4.7,111.809,3.1,34.791,3.1,113.557,4.0,106.628,1.7,126.967,7.2,72923.224,7.2,102.434,0.1,4.7,1267.968,2096.057,4.0,116.321,4.1,101.043,-0.6,108.12,2.3,34.763,2.3,122.778,6.4,72864.913,6.4,109.153,3.0,126655.816,5.8
Utah,Private Nonfarm,2017,119.181,3.5,114.179,2.1,35.528,2.1,118.197,4.1,108.611,1.9,134.956,6.3,77512.017,6.3,102.301,-0.1,3.5,1312.698,2181.707,4.1,120.917,4.0,101.456,0.4,108.237,0.1,34.8,0.1,127.933,4.2,75923.85,4.2,111.611,2.3,134109.784,5.9
Utah,Private Nonfarm,2018,122.912,3.1,119.28,4.5,37.115,4.5,122.315,3.5,111.541,2.7,145.897,8.1,83795.757,8.1,102.925,0.6,3.1,1353.788,2257.718,3.5,125.893,4.1,102.425,1.0,109.69,1.3,35.267,1.3,134.167,4.9,79623.983,4.9,115.89,3.8,143395.696,6.9
Utah,Private Nonfarm,2019,127.466,3.7,124.607,4.5,38.773,4.5,125.571,2.7,113.452,1.7,156.47,7.2,89868.598,7.2,104.395,1.4,3.7,1403.948,2317.814,2.7,131.09,4.1,102.843,0.4,112.553,2.6,36.188,2.6,141.334,5.3,83877.422,5.3,119.361,3.0,151873.435,5.9
Vermont,Private Nonfarm,2007,103.06,,88.361,,27.405,,103.224,,92.96,,91.209,,13145.254,,88.836,,,294.949,479.674,,91.7,,88.977,,98.479,,30.401,,101.654,,14582.644,,99.464,,18824.847,
Vermont,Private Nonfarm,2008,102.113,-0.9,91.182,3.2,28.28,3.2,103.768,0.5,94.12,1.2,94.618,3.7,13636.629,3.7,90.55,1.9,-0.9,292.239,482.205,0.5,93.962,2.5,92.018,3.4,97.828,-0.7,30.2,-0.7,101.514,-0.1,14562.576,-0.1,100.698,1.2,19529.972,3.7
Vermont,Private Nonfarm,2009,97.276,-4.7,92.213,1.1,28.599,1.1,97.266,-6.3,96.658,2.7,89.692,-5.2,12926.596,-5.2,94.534,4.4,-4.7,278.395,451.989,-6.3,91.95,-2.1,94.525,2.7,99.057,1.3,30.58,1.3,96.349,-5.1,13821.621,-5.1,97.544,-3.1,19627.058,0.5
Vermont,Private Nonfarm,2010,96.497,-0.8,93.394,1.3,28.965,1.3,97.061,-0.2,96.835,0.2,90.648,1.1,13064.474,1.1,99.353,5.1,-0.8,276.165,451.036,-0.2,96.432,4.9,99.933,5.7,99.738,0.7,30.79,0.7,96.807,0.5,13887.279,0.5,94.002,-3.6,20621.492,5.1
Vermont,Private Nonfarm,2011,98.237,1.8,97.857,4.8,30.35,4.8,98.037,1.0,97.876,1.1,95.936,5.8,13826.576,5.8,100.458,1.1,1.8,281.145,455.572,1.0,98.485,2.1,100.253,0.3,100.925,1.2,31.156,1.2,98.943,2.2,14193.809,2.2,97.412,3.6,21286.894,3.2
Vermont,Private Nonfarm,2012,100.0,1.8,100.0,2.2,31.014,2.2,100.0,2.0,100.0,2.2,100.0,4.2,14412.259,4.2,100.0,-0.5,1.8,286.192,464.695,2.0,100.0,1.5,100.0,-0.3,100.0,-0.9,30.871,-0.9,100.0,1.1,14345.383,1.1,100.0,2.7,22083.405,3.7
Vermont,Private Nonfarm,2013,100.805,0.8,102.007,2.0,31.637,2.0,100.848,0.8,101.854,1.9,102.872,2.9,14826.122,2.9,97.031,-3.0,0.8,288.496,468.633,0.8,97.853,-2.1,97.072,-2.9,100.419,0.4,31.0,0.4,101.27,1.3,14527.564,1.3,105.128,5.1,22010.06,-0.3
Vermont,Private Nonfarm,2014,99.699,-1.1,104.399,2.3,32.379,2.3,98.193,-2.6,103.893,2.0,102.513,-0.3,14774.369,-0.3,100.119,3.2,-1.1,285.33,456.298,-2.6,98.31,0.5,98.607,1.6,99.482,-0.9,30.711,-0.9,97.684,-3.5,14013.181,-3.5,104.275,-0.8,22555.297,2.5
Vermont,Private Nonfarm,2015,101.987,2.3,108.07,3.5,33.517,3.5,100.117,2.0,106.208,2.2,108.197,5.5,15593.574,5.5,99.797,-0.3,2.3,291.879,465.239,2.0,99.914,1.6,97.967,-0.6,102.613,3.1,31.677,3.1,102.733,5.2,14737.465,5.2,108.29,3.9,23434.18,3.9
Vermont,Private Nonfarm,2016,101.463,-0.5,110.686,2.4,34.329,2.4,100.609,0.5,107.913,1.6,111.36,2.9,16049.479,2.9,100.978,1.2,-0.5,290.377,467.524,0.5,101.593,1.7,100.128,2.2,103.966,1.3,32.095,1.3,104.598,1.8,15005.049,1.8,109.614,1.2,24210.385,3.3
Vermont,Private Nonfarm,2017,101.594,0.1,112.056,1.2,34.753,1.2,100.589,0.0,109.28,1.3,112.716,1.2,16244.925,1.2,101.749,0.8,0.1,290.753,467.434,0.0,102.349,0.7,100.743,0.6,102.471,-1.4,31.633,-1.4,103.075,-1.5,14786.515,-1.5,110.129,0.5,24699.553,2.0
Vermont,Private Nonfarm,2018,102.202,0.6,115.803,3.3,35.916,3.3,100.849,0.3,111.366,1.9,116.786,3.6,16831.509,3.6,103.054,1.3,0.6,292.495,468.641,0.3,103.929,1.5,101.69,0.9,103.681,1.2,32.007,1.2,104.562,1.4,14999.778,1.4,112.371,2.0,25559.686,3.5
Vermont,Private Nonfarm,2019,101.071,-1.1,119.87,3.5,37.177,3.5,100.577,-0.3,113.438,1.9,120.562,3.2,17375.689,3.2,106.31,3.2,-1.1,289.258,467.376,-0.3,106.924,2.9,105.79,4.0,105.417,1.7,32.543,1.7,106.025,1.4,15209.644,1.4,112.755,0.3,26785.333,4.8
Virginia,Private Nonfarm,2007,103.695,,88.746,,32.503,,104.499,,92.598,,92.739,,187176.552,,91.929,,,3382.301,5758.686,,96.065,,92.642,,98.708,,35.216,,103.149,,202795.979,,96.537,,289801.819,
Virginia,Private Nonfarm,2008,102.13,-1.5,91.496,3.1,33.51,3.1,101.938,-2.5,94.079,1.6,93.269,0.6,188247.658,0.6,93.111,1.3,-1.5,3331.247,5617.589,-2.5,94.916,-1.2,92.937,0.3,97.965,-0.8,34.95,-0.8,99.864,-3.2,196336.633,-3.2,98.265,1.8,290917.279,0.4
Virginia,Private Nonfarm,2009,97.139,-4.9,95.714,4.6,35.055,4.6,95.563,-6.3,96.525,2.6,91.468,-1.9,184611.66,-1.9,98.847,6.2,-4.9,3168.478,5266.274,-6.3,94.461,-0.5,97.243,4.6,102.119,4.2,36.432,4.2,97.588,-2.3,191863.147,-2.3,96.831,-1.5,297048.999,2.1
Virginia,Private Nonfarm,2010,96.777,-0.4,95.452,-0.3,34.959,-0.3,97.639,2.2,96.735,0.2,93.199,1.9,188105.417,1.9,100.096,1.3,-0.4,3156.665,5380.684,2.2,97.733,3.5,100.988,3.9,100.524,-1.6,35.864,-1.6,98.151,0.6,192970.501,0.6,95.361,-1.5,308005.34,3.7
Virginia,Private Nonfarm,2011,97.757,1.0,96.912,1.5,35.494,1.5,98.633,1.0,97.712,1.0,95.588,2.6,192926.674,2.6,100.336,0.2,1.0,3188.622,5435.468,1.0,98.965,1.3,101.236,0.2,99.057,-1.5,35.34,-1.5,97.704,-0.5,192090.037,-0.5,96.587,1.3,315038.849,2.3
Virginia,Private Nonfarm,2012,100.0,2.3,100.0,3.2,36.625,3.2,100.0,1.4,100.0,2.3,100.0,4.6,201832.485,4.6,100.0,-0.3,2.3,3261.782,5510.774,1.4,100.0,1.0,100.0,-1.2,100.0,1.0,35.676,1.0,100.0,2.3,196604.959,2.4,100.0,3.5,325787.926,3.4
Virginia,Private Nonfarm,2013,100.385,0.4,102.643,2.6,37.593,2.6,98.773,-1.2,101.766,1.8,101.383,1.4,204623.499,1.4,101.999,2.0,0.4,3274.33,5443.14,-1.2,100.747,0.7,100.361,0.4,101.342,1.3,36.155,1.3,100.098,0.1,196797.145,0.1,100.631,0.6,334016.242,2.5
Virginia,Private Nonfarm,2014,101.355,1.0,103.446,0.8,37.887,0.8,100.418,1.7,103.619,1.8,103.878,2.5,209659.942,2.5,100.001,-2.0,1.0,3305.965,5533.795,1.7,100.419,-0.3,99.077,-1.3,100.529,-0.8,35.865,-0.8,100.949,0.9,198470.829,0.9,103.445,2.8,338990.587,1.5
Virginia,Private Nonfarm,2015,102.564,1.2,105.541,2.0,38.654,2.0,101.724,1.3,106.025,2.3,107.36,3.4,216687.303,3.4,101.262,1.3,1.2,3345.424,5605.764,1.3,103.007,2.6,100.432,1.4,102.498,2.0,36.568,2.0,104.265,3.3,204990.471,3.3,104.226,0.8,355804.384,5.0
Virginia,Private Nonfarm,2016,103.621,1.0,105.935,0.4,38.799,0.4,102.649,0.9,107.784,1.7,108.741,1.3,219475.384,1.3,100.699,-0.6,1.0,3379.891,5656.782,0.9,103.367,0.3,99.755,-0.7,102.072,-0.4,36.416,-0.4,104.777,0.5,205995.977,0.5,105.199,0.9,362970.259,2.0
Virginia,Private Nonfarm,2017,105.739,2.0,109.872,3.7,40.241,3.7,104.089,1.4,108.847,1.0,114.365,5.2,230825.382,5.2,101.508,0.8,2.0,3448.963,5736.128,1.4,105.659,2.2,99.924,0.2,103.875,1.8,37.059,1.8,108.123,3.2,212574.507,3.2,108.24,2.9,374677.359,3.2
Virginia,Private Nonfarm,2018,108.24,2.4,113.997,3.8,41.751,3.8,106.844,2.6,110.593,1.6,121.799,6.5,245829.547,6.5,102.079,0.6,2.4,3530.563,5887.926,2.6,109.065,3.2,100.762,0.8,105.315,1.4,37.573,1.4,112.522,4.1,221224.338,4.1,111.675,3.2,392959.467,4.9
Virginia,Private Nonfarm,2019,108.936,0.6,119.063,4.4,43.607,4.4,105.871,-0.9,112.51,1.7,126.053,3.5,254416.556,3.5,105.572,3.4,0.6,3553.261,5834.332,-0.9,111.771,2.5,102.602,1.8,108.04,2.6,38.545,2.6,114.384,1.7,224884.453,1.7,112.778,1.0,409689.963,4.3
Washington,Private Nonfarm,2007,102.672,,85.909,,33.545,,103.991,,92.2,,89.337,,153024.502,,90.448,,,2724.636,4561.726,,94.057,,91.609,,95.645,,36.204,,99.461,,165151.412,,94.982,,268025.341,
Washington,Private Nonfarm,2008,102.307,-0.4,89.354,4.0,34.89,4.0,102.565,-1.4,93.348,1.2,91.646,2.6,156979.022,2.6,91.922,1.6,-0.4,2714.945,4499.202,-1.4,94.28,0.2,92.154,0.6,95.763,0.1,36.249,0.1,98.22,-1.2,163089.798,-1.2,97.206,2.3,272006.888,1.5
Washington,Private Nonfarm,2009,97.443,-4.8,91.07,1.9,35.56,1.9,96.987,-5.4,95.367,2.2,88.326,-3.6,151291.459,-3.6,93.546,1.8,-4.8,2585.848,4254.493,-5.4,90.727,-3.8,93.108,1.0,97.447,1.8,36.886,1.8,94.511,-3.8,156930.891,-3.8,97.353,0.2,267416.507,-1.7
Washington,Private Nonfarm,2010,96.454,-1.0,94.407,3.7,36.863,3.7,95.088,-2.0,96.047,0.7,89.769,1.6,153764.305,1.6,98.537,5.3,-1.0,2559.616,4171.192,-2.0,93.697,3.3,97.142,4.3,100.003,2.6,37.854,2.6,95.091,0.6,157894.352,0.6,95.808,-1.6,278140.219,4.0
Washington,Private Nonfarm,2011,97.495,1.1,96.055,1.7,37.507,1.7,97.293,2.3,97.78,1.8,93.455,4.1,160077.027,4.1,98.624,0.1,1.1,2587.228,4267.917,2.3,95.954,2.4,98.419,1.3,98.754,-1.2,37.381,-1.2,96.081,1.0,159537.735,1.0,97.396,1.7,289979.549,4.3
Washington,Private Nonfarm,2012,100.0,2.6,100.0,4.1,39.047,4.1,100.0,2.8,100.0,2.3,100.0,7.0,171288.181,7.0,100.0,1.4,2.6,2653.716,4386.675,2.8,100.0,4.2,100.0,1.6,100.0,1.3,37.852,1.3,100.0,4.1,166045.715,4.1,100.0,2.7,309068.36,6.6
Washington,Private Nonfarm,2013,101.258,1.3,102.687,2.7,40.096,2.7,100.217,0.2,101.761,1.8,102.91,2.9,176272.188,2.9,103.202,3.2,1.3,2687.098,4396.204,0.2,103.426,3.4,102.141,2.1,100.508,0.5,38.045,0.5,100.727,0.7,167252.445,0.7,99.501,-0.5,325285.814,5.2
Washington,Private Nonfarm,2014,103.013,1.7,107.035,4.2,41.794,4.2,102.399,2.2,103.544,1.8,109.603,6.5,187736.686,6.5,105.129,1.9,1.7,2733.662,4491.911,2.2,107.651,4.1,104.502,2.3,102.33,1.8,38.734,1.8,104.785,4.0,173990.416,4.0,101.814,2.3,344504.414,5.9
Washington,Private Nonfarm,2015,106.321,3.2,108.817,1.7,42.49,1.7,106.143,3.7,105.591,2.0,115.502,5.4,197841.867,5.4,106.179,1.0,3.2,2821.467,4656.166,3.7,112.702,4.7,106.002,1.4,103.569,1.2,39.203,1.2,109.932,4.9,182536.632,4.9,102.484,0.7,367803.567,6.8
Washington,Private Nonfarm,2016,109.537,3.0,111.663,2.6,43.602,2.6,110.141,3.8,106.673,1.0,122.987,6.5,210662.595,6.5,105.909,-0.3,3.0,2906.798,4831.541,3.8,116.65,3.5,106.494,0.5,104.14,0.6,39.419,0.6,114.701,4.3,190456.529,4.3,105.433,2.9,384585.316,4.6
Washington,Private Nonfarm,2017,113.973,4.0,116.878,4.7,45.638,4.7,114.725,4.2,107.935,1.2,134.089,9.0,229678.743,9.0,107.531,1.5,4.0,3024.515,5032.625,4.2,123.365,5.8,108.241,1.6,106.045,1.8,40.14,1.8,121.661,6.1,202012.08,6.1,108.693,3.1,411536.431,7.0
Washington,Private Nonfarm,2018,115.733,1.5,123.993,6.1,48.416,6.1,116.538,1.6,109.851,1.8,144.499,7.8,247509.642,7.8,113.078,5.2,1.5,3071.216,5112.163,1.6,131.78,6.8,113.866,5.2,108.912,2.7,41.226,2.7,126.924,4.3,210752.317,4.3,109.652,0.9,447411.03,8.7
Washington,Private Nonfarm,2019,119.403,3.2,130.765,5.5,51.06,5.5,119.058,2.2,111.912,1.9,155.687,7.7,266672.732,7.7,115.209,1.9,3.2,3168.625,5222.707,2.2,137.166,4.1,114.877,0.9,112.82,3.6,42.705,3.6,134.322,5.8,223035.547,5.8,113.502,3.5,474436.182,6.0
West Virginia,Private Nonfarm,2007,101.385,,83.932,,24.836,,103.192,,87.734,,86.611,,26468.42,,93.495,,,627.145,1065.745,,96.479,,95.161,,94.886,,31.795,,97.915,,33885.179,,89.772,,45813.14,
West Virginia,Private Nonfarm,2008,101.348,0.0,88.115,5.0,26.073,5.0,103.563,0.4,91.234,4.0,91.254,5.4,27887.271,5.4,95.203,1.8,0.0,626.919,1069.571,0.4,98.594,2.2,97.283,2.2,95.893,1.1,32.132,1.1,99.31,1.4,34367.793,1.4,92.555,3.1,48685.019,6.3
West Virginia,Private Nonfarm,2009,98.26,-3.0,91.613,4.0,27.108,4.0,97.719,-5.6,92.801,1.7,89.523,-1.9,27358.087,-1.9,99.543,4.6,-3.0,607.815,1009.215,-5.6,97.272,-1.3,98.994,1.8,99.452,3.7,33.325,3.7,97.183,-2.1,33631.827,-2.1,92.034,-0.6,48857.04,0.4
West Virginia,Private Nonfarm,2010,96.845,-1.4,92.022,0.4,27.229,0.4,97.575,-0.1,95.083,2.5,89.79,0.3,27439.784,0.3,100.929,1.4,-1.4,599.063,1007.732,-0.1,98.482,1.2,101.69,2.7,97.225,-2.2,32.579,-2.2,94.867,-2.4,32830.441,-2.4,91.174,-0.9,50681.285,3.7
West Virginia,Private Nonfarm,2011,98.42,1.6,97.322,5.8,28.798,5.8,98.683,1.1,98.433,3.5,96.04,7.0,29349.841,7.0,102.199,1.3,1.6,608.808,1019.177,1.1,100.853,2.4,102.472,0.8,99.589,2.4,33.37,2.4,98.277,3.6,34010.441,3.6,95.228,4.4,53729.847,6.0
West Virginia,Private Nonfarm,2012,100.0,1.6,100.0,2.8,29.59,2.8,100.0,1.3,100.0,1.6,100.0,4.1,30559.951,4.1,100.0,-2.2,1.6,618.58,1032.777,1.3,100.0,-0.8,100.0,-2.4,100.0,0.4,33.508,0.4,100.0,1.8,34606.65,1.8,100.0,5.0,54123.694,0.7
West Virginia,Private Nonfarm,2013,101.026,1.0,100.646,0.6,29.781,0.6,101.193,1.2,100.773,0.8,101.847,1.8,31124.316,1.8,100.722,0.7,1.0,624.928,1045.1,1.2,101.923,1.9,100.888,0.9,99.177,-0.8,33.233,-0.8,100.361,0.4,34731.417,0.4,99.925,-0.1,55590.978,2.7
West Virginia,Private Nonfarm,2014,100.245,-0.8,100.88,0.2,29.851,0.2,100.534,-0.7,102.168,1.4,101.419,-0.4,30993.449,-0.4,101.914,1.2,-0.8,620.096,1038.289,-0.7,102.458,0.5,102.208,1.3,98.193,-1.0,32.903,-1.0,98.717,-1.6,34162.763,-1.6,98.985,-0.9,56656.351,1.9
West Virginia,Private Nonfarm,2015,100.163,-0.1,102.28,1.4,30.265,1.4,100.58,0.0,98.688,-3.4,102.874,1.4,31438.109,1.4,101.877,0.0,-0.1,619.587,1038.765,0.0,102.468,0.0,102.301,0.1,98.835,0.7,33.118,0.7,99.408,0.7,34401.737,0.7,100.396,1.4,54731.572,-3.4
West Virginia,Private Nonfarm,2016,97.459,-2.7,100.547,-1.7,29.752,-1.7,98.573,-2.0,98.875,0.2,99.113,-3.7,30288.736,-3.7,102.402,0.5,-2.7,602.86,1018.044,-2.0,100.941,-1.5,103.573,1.2,97.004,-1.9,32.505,-1.9,95.62,-3.8,33091.042,-3.8,98.189,-2.2,54018.36,-1.3
West Virginia,Private Nonfarm,2017,96.659,-0.8,104.878,4.3,31.033,4.3,98.678,0.1,102.604,3.8,103.492,4.4,31627.035,4.4,104.824,2.4,-0.8,597.913,1019.128,0.1,103.439,2.5,107.014,3.3,99.767,2.8,33.43,2.8,98.449,3.0,34069.815,3.0,100.051,1.9,57442.968,6.3
West Virginia,Private Nonfarm,2018,98.894,2.3,111.943,6.7,33.124,6.7,100.418,1.8,106.397,3.7,112.41,8.6,34352.528,8.6,105.859,1.0,2.3,611.741,1037.09,1.8,106.301,2.8,107.49,0.4,103.346,3.6,34.63,3.6,103.778,5.4,35913.951,5.4,105.747,5.7,61214.792,6.6
West Virginia,Private Nonfarm,2019,97.577,-1.3,113.234,1.2,33.506,1.2,99.125,-1.3,105.591,-0.8,112.243,-0.1,34301.514,-0.1,108.257,2.3,-1.3,603.591,1023.741,-1.3,107.31,0.9,109.975,2.3,102.681,-0.6,34.407,-0.6,101.783,-1.9,35223.541,-1.9,104.597,-1.1,61327.276,0.2
Wisconsin,Private Nonfarm,2007,104.525,,91.504,,30.274,,102.884,,91.491,,94.144,,127083.81,,95.096,,,2643.465,4197.787,,97.839,,93.603,,102.125,,36.257,,105.07,,152197.77,,96.223,,195153.743,
Wisconsin,Private Nonfarm,2008,104.362,-0.2,93.821,2.5,31.041,2.5,103.048,0.2,92.799,1.4,96.681,2.7,130509.347,2.7,93.176,-2.0,-0.2,2639.339,4204.468,0.2,96.016,-1.9,92.003,-1.7,100.799,-1.3,35.786,-1.3,103.871,-1.1,150460.86,-1.1,100.693,4.6,194256.485,-0.5
Wisconsin,Private Nonfarm,2009,99.279,-4.9,96.724,3.1,32.001,3.1,95.76,-7.1,96.318,3.8,92.623,-4.2,125031.084,-4.2,96.189,3.2,-4.9,2510.803,3907.098,-7.1,92.111,-4.1,92.779,0.8,104.367,3.5,37.053,3.5,99.942,-3.8,144768.832,-3.8,100.556,-0.1,193422.479,-0.4
Wisconsin,Private Nonfarm,2010,98.056,-1.2,96.331,-0.4,31.871,-0.4,96.232,0.5,96.451,0.1,92.702,0.1,125137.512,0.1,99.084,3.0,-1.2,2479.875,3926.363,0.5,95.351,3.5,97.24,4.8,102.315,-2.0,36.324,-2.0,98.46,-1.5,142622.429,-1.5,97.222,-3.3,200501.21,3.7
Wisconsin,Private Nonfarm,2011,99.242,1.2,98.678,2.4,32.647,2.4,98.367,2.2,97.517,1.1,97.066,4.7,131028.63,4.7,99.52,0.4,1.2,2509.848,4013.462,2.2,97.895,2.7,98.643,1.4,101.078,-1.2,35.885,-1.2,99.427,1.0,144023.826,1.0,99.153,2.0,208127.099,3.8
Wisconsin,Private Nonfarm,2012,100.0,0.8,100.0,1.3,33.085,1.3,100.0,1.7,100.0,2.5,100.0,3.0,134989.42,3.0,100.0,0.5,0.8,2529.028,4080.101,1.7,100.0,2.2,100.0,1.4,100.0,-1.1,35.502,-1.1,100.0,0.6,144853.418,0.6,100.0,0.9,218016.044,4.8
Wisconsin,Private Nonfarm,2013,101.864,1.9,102.057,2.1,33.765,2.1,102.179,2.2,102.02,2.0,104.281,4.3,140768.951,4.3,99.223,-0.8,1.9,2576.171,4169.021,2.2,101.385,1.4,99.53,-0.5,100.892,0.9,35.819,0.9,103.09,3.1,149330.102,3.1,102.856,2.9,225500.739,3.4
Wisconsin,Private Nonfarm,2014,103.095,1.2,102.88,0.8,34.038,0.8,104.02,1.8,104.011,2.0,107.015,2.6,144459.209,2.6,100.043,0.8,1.2,2607.295,4244.111,1.8,104.064,2.6,100.94,1.4,99.901,-1.0,35.467,-1.0,103.917,0.8,150527.294,0.8,102.836,0.0,235977.2,4.6
Wisconsin,Private Nonfarm,2015,104.258,1.1,105.596,2.6,34.936,2.6,105.089,1.0,106.603,2.5,110.969,3.7,149797.031,3.7,101.549,1.5,1.1,2636.715,4287.727,1.0,106.716,2.5,102.358,1.4,102.703,2.8,36.462,2.8,107.929,3.9,156339.179,3.9,103.986,1.1,248020.018,5.1
Wisconsin,Private Nonfarm,2016,106.967,2.6,107.932,2.2,35.709,2.2,106.926,1.7,108.165,1.5,115.407,4.0,155787.666,4.0,101.246,-0.3,2.6,2705.227,4362.689,1.7,108.258,1.4,101.207,-1.1,104.192,1.4,36.991,1.5,111.408,3.2,161378.585,3.2,106.604,2.5,255292.335,2.9
Wisconsin,Private Nonfarm,2017,108.193,1.1,110.767,2.6,36.647,2.6,109.441,2.4,109.25,1.0,121.224,5.0,163639.783,5.0,100.648,-0.6,1.1,2736.23,4465.285,2.4,110.149,1.7,101.808,0.6,104.939,0.7,37.256,0.7,114.846,3.1,166358.392,3.1,110.054,3.2,262356.696,2.8
